anio,mes,id_vu,razon_social,rut,nombre_establecimiento,rubro,id_rubro,ciiu4,id_ciiu4,ciiu6,id_ciiu6,region,provincia,comuna,id_comuna,latitud,longitud,rol_establecimiento,id_declaracion,tipo_movimiento,toneladas,tratamiento_n1_id,tratamiento_n1,tratamiento_n2_id,tratamiento_n2,tratamiento_n3_id,tratamiento_n3,ler_codigo,ler_nombre,ler_capitulo_num,ler_capitulo,ler_subcapitulo_num,ler_subcapitulo,trazabilidad_id_vu,trazabilidad_nombre_establecimiento,trazabilidad_razon_social,trazabilidad_comuna,trazabilidad_region,trazabilidad_pais,fuente_archivo,es_declaracion_excluida_original
2023,,5470712,AGRICOLA Y LECHERA LONQUEN SPA,76479228-9,AGRICOLA Y LECHERA LONQUEN SPA,Producción agropecuaria,,Cría de ganado bovino y búfalos,A0141,Cría de ganado bovino para la producción lechera,A014101,Metropolitana de Santiago,Talagante,Isla de Maipo,13603,-33.72309301,-70.86950716,Destinatario Final,,1,10162.828,2,Valorización,,-,7.0,Preparación para reutilización,,02 07 02 | Residuos de la destilación de alcoholes,,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",,"07 | Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao)",,,,,,,df-sinader-2023-ckan.csv,False
2023,,5459477,AMFFAL SPA,78747370-9,AMFFAL,Plantas de tratamiento de aguas servidas,,Evacuación de aguas residuales,E3700,Evacuación y tratamiento de aguas servidas,E370000,Atacama,Copiapó,Copiapó,3101,-27.40900725,-70.28626224,Destinatario Final,,1,6.15,1,Eliminación,,-,3.0,Disposición final,,"17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",,17 | Residuos de la construcción y demolición,,09 | Otros residuos de construcción y demolición,,,,,,,df-sinader-2023-ckan.csv,False
2023,,5459477,AMFFAL SPA,78747370-9,AMFFAL,Plantas de tratamiento de aguas servidas,,Evacuación de aguas residuales,E3700,Evacuación y tratamiento de aguas servidas,E370000,Atacama,Copiapó,Copiapó,3101,-27.40900725,-70.28626224,Destinatario Final,,1,7.0,2,Valorización,8.0,Reciclaje,29.0,Degradación Anaeróbica,,02 02 04 | Lodos del tratamiento in situ de efluentes,,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",,"02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal",,,,,,,df-sinader-2023-ckan.csv,False
2023,,5459477,AMFFAL SPA,78747370-9,AMFFAL,Plantas de tratamiento de aguas servidas,,Evacuación de aguas residuales,E3700,Evacuación y tratamiento de aguas servidas,E370000,Atacama,Copiapó,Copiapó,3101,-27.40900725,-70.28626224,Destinatario Final,,1,8.6,1,Eliminación,3.0,Disposición final,32.0,Recepción de Lodos en PTAS,,19 06 04 | Lodos de digestión del tratamiento anaeróbico de residuos municipales,,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",,06 | Residuos del tratamiento anaeróbico de residuos,,,,,,,df-sinader-2023-ckan.csv,False
2023,,5459477,AMFFAL SPA,78747370-9,AMFFAL,Plantas de tratamiento de aguas servidas,,Evacuación de aguas residuales,E3700,Evacuación y tratamiento de aguas servidas,E370000,Atacama,Copiapó,Copiapó,3101,-27.40900725,-70.28626224,Destinatario Final,,1,8.78,1,Eliminación,,-,,-,,"17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",,17 | Residuos de la construcción y demolición,,09 | Otros residuos de construcción y demolición,,,,,,,df-sinader-2023-ckan.csv,False
2023,,5459477,AMFFAL SPA,78747370-9,AMFFAL,Plantas de tratamiento de aguas servidas,,Evacuación de aguas residuales,E3700,Evacuación y tratamiento de aguas servidas,E370000,Atacama,Copiapó,Copiapó,3101,-27.40900725,-70.28626224,Destinatario Final,,1,10.0,5,Recolección,35.0,Pretratamiento (I.R.A.R.),40.0,Pretratamiento de aceites y grasas comestibles,,20 01 25 | Aceites y grasas comestibles,,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),,,,,,,df-sinader-2023-ckan.csv,False
2023,,5459477,AMFFAL SPA,78747370-9,AMFFAL,Plantas de tratamiento de aguas servidas,,Evacuación de aguas residuales,E3700,Evacuación y tratamiento de aguas servidas,E370000,Atacama,Copiapó,Copiapó,3101,-27.40900725,-70.28626224,Destinatario Final,,1,14.0,2,Valorización,,-,62.0,Recepción de Lodos de PTAS,,02 02 04 | Lodos del tratamiento in situ de efluentes,,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",,"02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal",,,,,,,df-sinader-2023-ckan.csv,False
2023,,5459477,AMFFAL SPA,78747370-9,AMFFAL,Plantas de tratamiento de aguas servidas,,Evacuación de aguas residuales,E3700,Evacuación y tratamiento de aguas servidas,E370000,Atacama,Copiapó,Copiapó,3101,-27.40900725,-70.28626224,Destinatario Final,,1,20.0,1,Eliminación,3.0,Disposición final,32.0,Recepción de Lodos en PTAS,,20 03 06 | Residuos de la limpieza de alcantarillas,,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",,03 | Otros residuos municipales,,,,,,,df-sinader-2023-ckan.csv,False
2023,,5459477,AMFFAL SPA,78747370-9,AMFFAL,Plantas de tratamiento de aguas servidas,,Evacuación de aguas residuales,E3700,Evacuación y tratamiento de aguas servidas,E370000,Atacama,Copiapó,Copiapó,3101,-27.40900725,-70.28626224,Destinatario Final,,1,710.895,1,Eliminación,3.0,Disposición final,32.0,Recepción de Lodos en PTAS,,20 03 04 | Lodos de fosas sépticas,,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",,03 | Otros residuos municipales,,,,,,,df-sinader-2023-ckan.csv,False
2023,,5459477,AMFFAL SPA,78747370-9,AMFFAL,Plantas de tratamiento de aguas servidas,,Evacuación de aguas residuales,E3700,Evacuación y tratamiento de aguas servidas,E370000,Atacama,Copiapó,Copiapó,3101,-27.40900725,-70.28626224,Destinatario Final,,1,822.098,1,Eliminación,3.0,Disposición final,32.0,Recepción de Lodos en PTAS,,19 08 09 | Mezclas de grasas y aceites procedentes de la separación de agua/sustancias aceitosas que contienen sólo aceites y grasa,,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",,08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría,,,,,,,df-sinader-2023-ckan.csv,False
